xvariable,xvalue,xlabel_en,xlabel_ne,yvariable,yvalue,ylabel_en,ylabel_ne,total,percoftotal,variablegroup,index
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,11,0.11827956989247312,outlook,1829
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,7,0.07526881720430108,outlook,1830
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),5,0.053763440860215055,outlook,1831
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",3,0.03225806451612903,outlook,1832
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_rcvry_biggest_diffclties,9,Others,अन्य,0,0.0,outlook,1833
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,1,0.010752688172043012,outlook,1834
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,1,0.010752688172043012,outlook,1835
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,1,0.010752688172043012,outlook,1836
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),0,0.0,outlook,1837
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",1,0.010752688172043012,outlook,1838
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_rcvry_biggest_diffclties,9,Others,अन्य,0,0.0,outlook,1839
m_biz_type,4,Hospitality,पसल / सामान,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,27,0.2903225806451613,outlook,1840
m_biz_type,4,Hospitality,पसल / सामान,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,26,0.27956989247311825,outlook,1841
m_biz_type,4,Hospitality,पसल / सामान,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,10,0.10752688172043011,outlook,1842
m_biz_type,4,Hospitality,पसल / सामान,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),9,0.0967741935483871,outlook,1843
m_biz_type,4,Hospitality,पसल / सामान,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",3,0.03225806451612903,outlook,1844
m_biz_type,4,Hospitality,पसल / सामान,o_rcvry_biggest_diffclties,9,Others,अन्य,1,0.010752688172043012,outlook,1845
m_biz_type,3,Tours and transport,हस्तशिल्प,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,11,0.11827956989247312,outlook,1846
m_biz_type,3,Tours and transport,हस्तशिल्प,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,10,0.10752688172043011,outlook,1847
m_biz_type,3,Tours and transport,हस्तशिल्प,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,8,0.08602150537634409,outlook,1848
m_biz_type,3,Tours and transport,हस्तशिल्प,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),5,0.053763440860215055,outlook,1849
m_biz_type,3,Tours and transport,हस्तशिल्प,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",2,0.021505376344086023,outlook,1850
m_biz_type,3,Tours and transport,हस्तशिल्प,o_rcvry_biggest_diffclties,9,Others,अन्य,0,0.0,outlook,1851
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,8,0.08602150537634409,outlook,1852
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,5,0.053763440860215055,outlook,1853
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,5,0.053763440860215055,outlook,1854
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),5,0.053763440860215055,outlook,1855
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",2,0.021505376344086023,outlook,1856
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_rcvry_biggest_diffclties,9,Others,अन्य,0,0.0,outlook,1857
m_biz_type,1,Entertainment,होटल,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,14,0.15053763440860216,outlook,1858
m_biz_type,1,Entertainment,होटल,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,9,0.0967741935483871,outlook,1859
m_biz_type,1,Entertainment,होटल,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,7,0.07526881720430108,outlook,1860
m_biz_type,1,Entertainment,होटल,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),7,0.07526881720430108,outlook,1861
m_biz_type,1,Entertainment,होटल,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",4,0.043010752688172046,outlook,1862
m_biz_type,1,Entertainment,होटल,o_rcvry_biggest_diffclties,9,Others,अन्य,0,0.0,outlook,1863
m_biz_type,9,Other,अन्य,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,4,0.043010752688172046,outlook,1864
m_biz_type,9,Other,अन्य,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,7,0.07526881720430108,outlook,1865
m_biz_type,9,Other,अन्य,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,3,0.03225806451612903,outlook,1866
m_biz_type,9,Other,अन्य,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),1,0.010752688172043012,outlook,1867
m_biz_type,9,Other,अन्य,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",3,0.03225806451612903,outlook,1868
m_biz_type,9,Other,अन्य,o_rcvry_biggest_diffclties,9,Others,अन्य,0,0.0,outlook,1869
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,1,0.010752688172043012,outlook,1870
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,2,0.021505376344086023,outlook,1871
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,0,0.0,outlook,1872
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),1,0.010752688172043012,outlook,1873
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",0,0.0,outlook,1874
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,o_rcvry_biggest_diffclties,9,Others,अन्य,0,0.0,outlook,1875
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,2,0.021505376344086023,outlook,1876
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,2,0.021505376344086023,outlook,1877
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,3,0.03225806451612903,outlook,1878
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),2,0.021505376344086023,outlook,1879
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",1,0.010752688172043012,outlook,1880
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,o_rcvry_biggest_diffclties,9,Others,अन्य,0,0.0,outlook,1881
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,8,0.08602150537634409,outlook,1882
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,6,0.06451612903225806,outlook,1883
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,3,0.03225806451612903,outlook,1884
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),4,0.043010752688172046,outlook,1885
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",1,0.010752688172043012,outlook,1886
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,o_rcvry_biggest_diffclties,9,Others,अन्य,1,0.010752688172043012,outlook,1887
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,22,0.23655913978494625,outlook,1888
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,21,0.22580645161290322,outlook,1889
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,12,0.12903225806451613,outlook,1890
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),7,0.07526881720430108,outlook,1891
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",6,0.06451612903225806,outlook,1892
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,o_rcvry_biggest_diffclties,9,Others,अन्य,0,0.0,outlook,1893
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_rcvry_biggest_diffclties,1,Winning the confidence of tourists and guests in the context of Covid-19,कोभिड-१९ को सन्दर्भमा पर्यटक र पाहुनाहरूको विश्वास जित्ने ,31,0.3333333333333333,outlook,1894
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_rcvry_biggest_diffclties,7,Shortage of cash flow,नगद प्रवाहको अभाव,26,0.27956989247311825,outlook,1895
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_rcvry_biggest_diffclties,3,"Ensuring health and safety measures for employees, guests and tourists",पाहुनाहरू र पर्यटकहरूको लागि स्वास्थ्य र सुरक्षा उपायहरू सुनिश्चित गर्ने ,15,0.16129032258064516,outlook,1896
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_rcvry_biggest_diffclties,2,Understanding and meeting the demands of source markets,स्रोत बजारको मागलाई बुझ्ने र भेट्ने (स्रोत बजारहरू विदेशी वा घरेलु ठाउँहरू हुन् जहाँबाट पर्यटकहरू आउँछन्),13,0.13978494623655913,outlook,1897
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_rcvry_biggest_diffclties,5,"Shortage of goods, funds and human resources","सामान आपूर्ति, कोष र मानव संसाधन को कमी",6,0.06451612903225806,outlook,1898
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,o_rcvry_biggest_diffclties,9,Others,अन्य,0,0.0,outlook,1899
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_econ_impact_revenue_chng_21_v_19,5,Revenue is expected to be similar to 2019’s revenue,राजस्व २०१९ को राजस्व जस्तै मिल्दो हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1900
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_econ_impact_revenue_chng_21_v_19,4,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,2,0.021505376344086023,outlook,1901
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_econ_impact_revenue_chng_21_v_19,3,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,5,0.053763440860215055,outlook,1902
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_econ_impact_revenue_chng_21_v_19,2,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,8,0.08602150537634409,outlook,1903
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,o_econ_impact_revenue_chng_21_v_19,1,None (or negligible),कुनै पनि होइन (वा नगण्य),9,0.0967741935483871,outlook,1904
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_econ_impact_revenue_chng_21_v_19,6,Revenue is expected to be higher than 2019,राजस्व २०१९ को भन्दा बढी हुने अपेक्षा गरिएको छ,3,0.03225806451612903,outlook,1905
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_econ_impact_revenue_chng_21_v_19,5,Revenue is expected to be similar to 2019’s revenue,राजस्व २०१९ को राजस्व जस्तै मिल्दो हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1906
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_econ_impact_revenue_chng_21_v_19,3,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1907
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_econ_impact_revenue_chng_21_v_19,2,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,6,0.06451612903225806,outlook,1908
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,o_econ_impact_revenue_chng_21_v_19,1,None (or negligible),कुनै पनि होइन (वा नगण्य),11,0.11827956989247312,outlook,1909
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_econ_impact_revenue_chng_21_v_19,6,Revenue is expected to be higher than 2019,राजस्व २०१९ को भन्दा बढी हुने अपेक्षा गरिएको छ,2,0.021505376344086023,outlook,1910
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_econ_impact_revenue_chng_21_v_19,5,Revenue is expected to be similar to 2019’s revenue,राजस्व २०१९ को राजस्व जस्तै मिल्दो हुने अपेक्षा गरिएको छ,2,0.021505376344086023,outlook,1911
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_econ_impact_revenue_chng_21_v_19,4,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,3,0.03225806451612903,outlook,1912
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_econ_impact_revenue_chng_21_v_19,3,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1913
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_econ_impact_revenue_chng_21_v_19,2,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,8,0.08602150537634409,outlook,1914
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,o_econ_impact_revenue_chng_21_v_19,1,None (or negligible),कुनै पनि होइन (वा नगण्य),10,0.10752688172043011,outlook,1915
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_econ_impact_revenue_chng_21_v_19,6,Revenue is expected to be higher than 2019,राजस्व २०१९ को भन्दा बढी हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1916
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_econ_impact_revenue_chng_21_v_19,5,Revenue is expected to be similar to 2019’s revenue,राजस्व २०१९ को राजस्व जस्तै मिल्दो हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1917
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_econ_impact_revenue_chng_21_v_19,4,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1918
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_econ_impact_revenue_chng_21_v_19,3,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,3,0.03225806451612903,outlook,1919
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_econ_impact_revenue_chng_21_v_19,2,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,2,0.021505376344086023,outlook,1920
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,o_econ_impact_revenue_chng_21_v_19,1,None (or negligible),कुनै पनि होइन (वा नगण्य),11,0.11827956989247312,outlook,1921
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,o_econ_impact_revenue_chng_21_v_19,2,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1922
m_biz_type,4,Hospitality,पसल / सामान,o_econ_impact_revenue_chng_21_v_19,6,Revenue is expected to be higher than 2019,राजस्व २०१९ को भन्दा बढी हुने अपेक्षा गरिएको छ,2,0.021505376344086023,outlook,1923
m_biz_type,4,Hospitality,पसल / सामान,o_econ_impact_revenue_chng_21_v_19,5,Revenue is expected to be similar to 2019’s revenue,राजस्व २०१९ को राजस्व जस्तै मिल्दो हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1924
m_biz_type,4,Hospitality,पसल / सामान,o_econ_impact_revenue_chng_21_v_19,4,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,3,0.03225806451612903,outlook,1925
m_biz_type,4,Hospitality,पसल / सामान,o_econ_impact_revenue_chng_21_v_19,3,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,5,0.053763440860215055,outlook,1926
m_biz_type,4,Hospitality,पसल / सामान,o_econ_impact_revenue_chng_21_v_19,2,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,11,0.11827956989247312,outlook,1927
m_biz_type,4,Hospitality,पसल / सामान,o_econ_impact_revenue_chng_21_v_19,1,None (or negligible),कुनै पनि होइन (वा नगण्य),14,0.15053763440860216,outlook,1928
m_biz_type,3,Tours and transport,हस्तशिल्प,o_econ_impact_revenue_chng_21_v_19,6,Revenue is expected to be higher than 2019,राजस्व २०१९ को भन्दा बढी हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1929
m_biz_type,3,Tours and transport,हस्तशिल्प,o_econ_impact_revenue_chng_21_v_19,5,Revenue is expected to be similar to 2019’s revenue,राजस्व २०१९ को राजस्व जस्तै मिल्दो हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1930
m_biz_type,3,Tours and transport,हस्तशिल्प,o_econ_impact_revenue_chng_21_v_19,3,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1931
m_biz_type,3,Tours and transport,हस्तशिल्प,o_econ_impact_revenue_chng_21_v_19,2,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,6,0.06451612903225806,outlook,1932
m_biz_type,3,Tours and transport,हस्तशिल्प,o_econ_impact_revenue_chng_21_v_19,1,None (or negligible),कुनै पनि होइन (वा नगण्य),6,0.06451612903225806,outlook,1933
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_econ_impact_revenue_chng_21_v_19,6,Revenue is expected to be higher than 2019,राजस्व २०१९ को भन्दा बढी हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1934
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_econ_impact_revenue_chng_21_v_19,4,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1935
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_econ_impact_revenue_chng_21_v_19,3,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,2,0.021505376344086023,outlook,1936
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_econ_impact_revenue_chng_21_v_19,2,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,3,0.03225806451612903,outlook,1937
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,o_econ_impact_revenue_chng_21_v_19,1,None (or negligible),कुनै पनि होइन (वा नगण्य),8,0.08602150537634409,outlook,1938
m_biz_type,1,Entertainment,होटल,o_econ_impact_revenue_chng_21_v_19,6,Revenue is expected to be higher than 2019,राजस्व २०१९ को भन्दा बढी हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1939
m_biz_type,1,Entertainment,होटल,o_econ_impact_revenue_chng_21_v_19,5,Revenue is expected to be similar to 2019’s revenue,राजस्व २०१९ को राजस्व जस्तै मिल्दो हुने अपेक्षा गरिएको छ,3,0.03225806451612903,outlook,1940
m_biz_type,1,Entertainment,होटल,o_econ_impact_revenue_chng_21_v_19,4,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,1,0.010752688172043012,outlook,1941
m_biz_type,1,Entertainment,होटल,o_econ_impact_revenue_chng_21_v_19,3,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,2,0.021505376344086023,outlook,1942
m_biz_type,1,Entertainment,होटल,o_econ_impact_revenue_chng_21_v_19,2,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,3,0.03225806451612903,outlook,1943
m_biz_type,1,Entertainment,होटल,o_econ_impact_revenue_chng_21_v_19,1,None (or negligible),कुनै पनि होइन (वा नगण्य),10,0.10752688172043011,outlook,1944
